ID, Óra, Perc, Nap, Járat
1910,15,20,hétköznap,71
1911,15,30,hétköznap,71
1912,15,40,hétköznap,71
1913,15,50,hétköznap,71
1914,16,0,hétköznap,71
1915,16,10,hétköznap,71
1916,16,20,hétköznap,71
1917,16,30,hétköznap,71
1918,16,40,hétköznap,71
1919,16,50,hétköznap,71
1920,17,0,hétköznap,71
1921,17,10,hétköznap,71
1922,17,20,hétköznap,71
1923,17,30,hétköznap,71
1924,17,40,hétköznap,71
1925,17,50,hétköznap,71
1926,18,0,hétköznap,71
1927,18,10,hétköznap,71
1928,18,20,hétköznap,71
1929,18,30,hétköznap,71
1930,18,40,hétköznap,71
1931,18,50,hétköznap,71
1932,19,0,hétköznap,71
1933,19,10,hétköznap,71
1934,19,20,hétköznap,71
1935,19,30,hétköznap,71
1936,19,40,hétköznap,71
1937,19,50,hétköznap,71
1938,20,0,hétköznap,71
1939,20,10,hétköznap,71
1940,20,20,hétköznap,71
1941,20,30,hétköznap,71
1942,20,40,hétköznap,71
1943,20,50,hétköznap,71
1944,21,0,hétköznap,71
1945,21,10,hétköznap,71
1946,21,20,hétköznap,71
1947,21,30,hétköznap,71
1948,21,40,hétköznap,71
1949,21,50,hétköznap,71
1950,22,0,hétköznap,71
1951,4,15,hétvége,71
1952,4,30,hétvége,71
1953,4,45,hétvége,71
1954,5,0,hétvége,71
1955,5,15,hétvége,71
1956,5,30,hétvége,71
1957,5,45,hétvége,71
1958,6,0,hétvége,71
1959,6,15,hétvége,71
1960,6,30,hétvége,71
1961,6,45,hétvége,71
1962,7,0,hétvége,71
1963,7,15,hétvége,71
1964,7,30,hétvége,71
1965,7,45,hétvége,71
1966,8,0,hétvége,71
1967,8,15,hétvége,71
1968,8,30,hétvége,71
1969,8,45,hétvége,71
1970,9,0,hétvége,71
1971,9,15,hétvége,71
1972,9,30,hétvége,71
1973,9,45,hétvége,71
1974,10,0,hétvége,71
1975,10,15,hétvége,71
1976,10,30,hétvége,71
1977,10,45,hétvége,71
1978,11,0,hétvége,71
1979,11,15,hétvége,71
1980,11,30,hétvége,71
1981,11,45,hétvége,71
1982,12,0,hétvége,71
1983,12,15,hétvége,71
1984,12,30,hétvége,71
1985,12,45,hétvége,71
1986,13,0,hétvége,71
1987,13,15,hétvége,71
1988,13,30,hétvége,71
1989,13,45,hétvége,71
1990,14,0,hétvége,71
1991,14,15,hétvége,71
1992,14,30,hétvége,71
1993,14,45,hétvége,71
1994,15,0,hétvége,71
1995,15,15,hétvége,71
1996,15,30,hétvége,71
1997,15,45,hétvége,71
1998,16,0,hétvége,71
1999,16,15,hétvége,71
2000,16,30,hétvége,71
2001,16,45,hétvége,71
2002,17,0,hétvége,71
2003,17,15,hétvége,71
2004,17,30,hétvége,71
2005,17,45,hétvége,71
2006,18,0,hétvége,71
2007,18,15,hétvége,71
2008,18,30,hétvége,71
2009,18,45,hétvége,71
2010,19,0,hétvége,71
2011,19,15,hétvége,71
2012,19,30,hétvége,71
2013,19,45,hétvége,71
2014,20,0,hétvége,71
2015,20,15,hétvége,71
2016,20,30,hétvége,71
2017,20,45,hétvége,71
2018,21,0,hétvége,71
2019,21,15,hétvége,71
2020,21,30,hétvége,71
2021,21,45,hétvége,71
2022,22,0,hétvége,71
2023,4,30,hétköznap,71A
2024,5,0,hétköznap,71A
2025,5,30,hétköznap,71A
2026,6,0,hétköznap,71A
2027,6,30,hétköznap,71A
2028,7,0,hétköznap,71A
2029,7,30,hétköznap,71A
2030,8,0,hétköznap,71A
2031,8,30,hétköznap,71A
2032,9,0,hétköznap,71A
2033,9,30,hétköznap,71A
2034,10,0,hétköznap,71A
2035,10,30,hétköznap,71A
2036,11,0,hétköznap,71A
2037,11,30,hétköznap,71A
2038,12,0,hétköznap,71A
2039,12,30,hétköznap,71A
2040,13,0,hétköznap,71A
2041,13,30,hétköznap,71A
2042,14,0,hétköznap,71A
2043,14,30,hétköznap,71A
2044,15,0,hétköznap,71A
2045,15,30,hétköznap,71A
2046,16,0,hétköznap,71A
2047,16,30,hétköznap,71A
2048,17,0,hétköznap,71A
2049,17,30,hétköznap,71A
2050,18,0,hétköznap,71A
2051,18,30,hétköznap,71A
2052,19,0,hétköznap,71A
2053,19,30,hétköznap,71A
2054,20,0,hétköznap,71A
2055,20,30,hétköznap,71A
2056,21,0,hétköznap,71A
2057,21,30,hétköznap,71A
2058,22,0,hétköznap,71A
2059,4,45,hétvége,71A
2060,5,30,hétvége,71A
2061,6,15,hétvége,71A
2062,7,0,hétvége,71A
2063,7,45,hétvége,71A
2064,8,30,hétvége,71A
2065,9,15,hétvége,71A
2066,10,0,hétvége,71A
2067,10,45,hétvége,71A
2068,11,30,hétvége,71A
2069,12,15,hétvége,71A
2070,13,0,hétvége,71A
2071,13,45,hétvége,71A
2072,14,30,hétvége,71A
2073,15,15,hétvége,71A
2074,16,0,hétvége,71A
2075,16,45,hétvége,71A
2076,17,30,hétvége,71A
2077,18,15,hétvége,71A
2078,19,0,hétvége,71A
2079,19,45,hétvége,71A
2080,20,30,hétvége,71A
2081,21,15,hétvége,71A
2082,22,0,hétvége,71A
2083,4,5,hétköznap,72
2084,4,10,hétköznap,72
2085,4,15,hétköznap,72
2086,4,20,hétköznap,72
2087,4,25,hétköznap,72
2088,4,30,hétköznap,72
2089,4,35,hétköznap,72
2090,4,40,hétköznap,72
2091,4,45,hétköznap,72
2092,4,50,hétköznap,72
2093,4,55,hétköznap,72
2094,5,0,hétköznap,72
2095,5,5,hétköznap,72
2096,5,10,hétköznap,72
2097,5,15,hétköznap,72
2098,5,20,hétköznap,72
2099,5,25,hétköznap,72
2100,5,30,hétköznap,72
2101,5,35,hétköznap,72
2102,5,40,hétköznap,72
2103,5,45,hétköznap,72
2104,5,50,hétköznap,72
2105,5,55,hétköznap,72
2106,6,0,hétköznap,72
2107,6,5,hétköznap,72
2108,6,10,hétköznap,72
2109,6,15,hétköznap,72
2110,6,20,hétköznap,72
2111,6,25,hétköznap,72
2112,6,30,hétköznap,72
2113,6,35,hétköznap,72
2114,6,40,hétköznap,72
2115,6,45,hétköznap,72
2116,6,50,hétköznap,72
2117,6,55,hétköznap,72
2118,7,0,hétköznap,72
2119,7,5,hétköznap,72
2120,7,10,hétköznap,72
2121,7,15,hétköznap,72
2122,7,20,hétköznap,72
2123,7,25,hétköznap,72
2124,7,30,hétköznap,72
2125,7,35,hétköznap,72
2126,7,40,hétköznap,72
2127,7,45,hétköznap,72
2128,7,50,hétköznap,72
2129,7,55,hétköznap,72
2130,8,0,hétköznap,72
2131,8,5,hétköznap,72
2132,8,10,hétköznap,72
2133,8,15,hétköznap,72
2134,8,20,hétköznap,72
2135,8,25,hétköznap,72
2136,8,30,hétköznap,72
2137,8,35,hétköznap,72
2138,8,40,hétköznap,72
2139,8,45,hétköznap,72
2140,8,50,hétköznap,72
2141,8,55,hétköznap,72
2142,9,0,hétköznap,72
2143,9,5,hétköznap,72
2144,9,10,hétköznap,72
2145,9,15,hétköznap,72
2146,9,20,hétköznap,72
2147,9,25,hétköznap,72
2148,9,30,hétköznap,72
2149,9,35,hétköznap,72
2150,9,40,hétköznap,72
2151,9,45,hétköznap,72
2152,9,50,hétköznap,72
2153,9,55,hétköznap,72
2154,10,0,hétköznap,72
2155,10,5,hétköznap,72
2156,10,10,hétköznap,72
2157,10,15,hétköznap,72
2158,10,20,hétköznap,72
2159,10,25,hétköznap,72
2160,10,30,hétköznap,72
2161,10,35,hétköznap,72
2162,10,40,hétköznap,72
2163,10,45,hétköznap,72
2164,10,50,hétköznap,72
2165,10,55,hétköznap,72
2166,11,0,hétköznap,72
2167,11,5,hétköznap,72
2168,11,10,hétköznap,72
2169,11,15,hétköznap,72
2170,11,20,hétköznap,72
2171,11,25,hétköznap,72
2172,11,30,hétköznap,72
2173,11,35,hétköznap,72
2174,11,40,hétköznap,72
2175,11,45,hétköznap,72
2176,11,50,hétköznap,72
2177,11,55,hétköznap,72
2178,12,0,hétköznap,72
2179,12,5,hétköznap,72
2180,12,10,hétköznap,72
2181,12,15,hétköznap,72
2182,12,20,hétköznap,72
2183,12,25,hétköznap,72
2184,12,30,hétköznap,72
2185,12,35,hétköznap,72
2186,12,40,hétköznap,72
2187,12,45,hétköznap,72
2188,12,50,hétköznap,72
2189,12,55,hétköznap,72
2190,13,0,hétköznap,72
2191,13,5,hétköznap,72
2192,13,10,hétköznap,72
2193,13,15,hétköznap,72
2194,13,20,hétköznap,72
2195,13,25,hétköznap,72
2196,13,30,hétköznap,72
2197,13,35,hétköznap,72
2198,13,40,hétköznap,72
2199,13,45,hétköznap,72
2200,13,50,hétköznap,72
2201,13,55,hétköznap,72
2202,14,0,hétköznap,72
2203,14,5,hétköznap,72
2204,14,10,hétköznap,72
2205,14,15,hétköznap,72
2206,14,20,hétköznap,72
2207,14,25,hétköznap,72
2208,14,30,hétköznap,72
2209,14,35,hétköznap,72
2210,14,40,hétköznap,72
2211,14,45,hétköznap,72
2212,14,50,hétköznap,72
2213,14,55,hétköznap,72
2214,15,0,hétköznap,72
2215,15,5,hétköznap,72
2216,15,10,hétköznap,72
2217,15,15,hétköznap,72
2218,15,20,hétköznap,72
2219,15,25,hétköznap,72
2220,15,30,hétköznap,72
2221,15,35,hétköznap,72
2222,15,40,hétköznap,72
2223,15,45,hétköznap,72
2224,15,50,hétköznap,72
2225,15,55,hétköznap,72
2226,16,0,hétköznap,72
2227,16,5,hétköznap,72
2228,16,10,hétköznap,72
2229,16,15,hétköznap,72
2230,16,20,hétköznap,72
2231,16,25,hétköznap,72
2232,16,30,hétköznap,72
2233,16,35,hétköznap,72
2234,16,40,hétköznap,72
2235,16,45,hétköznap,72
2236,16,50,hétköznap,72
2237,16,55,hétköznap,72
2238,17,0,hétköznap,72
2239,17,5,hétköznap,72
2240,17,10,hétköznap,72
2241,17,15,hétköznap,72
2242,17,20,hétköznap,72
2243,17,25,hétköznap,72
2244,17,30,hétköznap,72
2245,17,35,hétköznap,72
2246,17,40,hétköznap,72
2247,17,45,hétköznap,72
2248,17,50,hétköznap,72
2249,17,55,hétköznap,72
2250,18,0,hétköznap,72
2251,18,5,hétköznap,72
2252,18,10,hétköznap,72
2253,18,15,hétköznap,72
2254,18,20,hétköznap,72
2255,18,25,hétköznap,72
2256,18,30,hétköznap,72
2257,18,35,hétköznap,72
2258,18,40,hétköznap,72
2259,18,45,hétköznap,72
2260,18,50,hétköznap,72
2261,18,55,hétköznap,72
2262,19,0,hétköznap,72
2263,19,5,hétköznap,72
2264,19,10,hétköznap,72
2265,19,15,hétköznap,72
2266,19,20,hétköznap,72
2267,19,25,hétköznap,72
2268,19,30,hétköznap,72
2269,19,35,hétköznap,72
2270,19,40,hétköznap,72
2271,19,45,hétköznap,72
2272,19,50,hétköznap,72
2273,19,55,hétköznap,72
2274,20,0,hétköznap,72
2275,20,5,hétköznap,72
2276,20,10,hétköznap,72
2277,20,15,hétköznap,72
2278,20,20,hétköznap,72
2279,20,25,hétköznap,72
2280,20,30,hétköznap,72
2281,20,35,hétköznap,72
2282,20,40,hétköznap,72
2283,20,45,hétköznap,72
2284,20,50,hétköznap,72
2285,20,55,hétköznap,72
2286,21,0,hétköznap,72
2287,21,5,hétköznap,72
2288,21,10,hétköznap,72
2289,21,15,hétköznap,72
2290,21,20,hétköznap,72
2291,21,25,hétköznap,72
2292,21,30,hétköznap,72
2293,21,35,hétköznap,72
2294,21,40,hétköznap,72
2295,21,45,hétköznap,72
2296,21,50,hétköznap,72
2297,21,55,hétköznap,72
2298,22,0,hétköznap,72
2299,4,10,hétvége,72
2300,4,20,hétvége,72
2301,4,30,hétvége,72
2302,4,40,hétvége,72
2303,4,50,hétvége,72
2304,5,0,hétvége,72
2305,5,10,hétvége,72
2306,5,20,hétvége,72
2307,5,30,hétvége,72
2308,5,40,hétvége,72
2309,5,50,hétvége,72
2310,6,0,hétvége,72
2311,6,10,hétvége,72
2312,6,20,hétvége,72
2313,6,30,hétvége,72
2314,6,40,hétvége,72
2315,6,50,hétvége,72
2316,7,0,hétvége,72
2317,7,10,hétvége,72
2318,7,20,hétvége,72
2319,7,30,hétvége,72
2320,7,40,hétvége,72
2321,7,50,hétvége,72
2322,8,0,hétvége,72
2323,8,10,hétvége,72
2324,8,20,hétvége,72
2325,8,30,hétvége,72
2326,8,40,hétvége,72
2327,8,50,hétvége,72
2328,9,0,hétvége,72
2329,9,10,hétvége,72
2330,9,20,hétvége,72
2331,9,30,hétvége,72
2332,9,40,hétvége,72
2333,9,50,hétvége,72
2334,10,0,hétvége,72
2335,10,10,hétvége,72
2336,10,20,hétvége,72
2337,10,30,hétvége,72
2338,10,40,hétvége,72
2339,10,50,hétvége,72
2340,11,0,hétvége,72
2341,11,10,hétvége,72
2342,11,20,hétvége,72
2343,11,30,hétvége,72
2344,11,40,hétvége,72
2345,11,50,hétvége,72
2346,12,0,hétvége,72
2347,12,10,hétvége,72
2348,12,20,hétvége,72
2349,12,30,hétvége,72
2350,12,40,hétvége,72
2351,12,50,hétvége,72
2352,13,0,hétvége,72
2353,13,10,hétvége,72
2354,13,20,hétvége,72
2355,13,30,hétvége,72
2356,13,40,hétvége,72
2357,13,50,hétvége,72
2358,14,0,hétvége,72
2359,14,10,hétvége,72
2360,14,20,hétvége,72
2361,14,30,hétvége,72
2362,14,40,hétvége,72
2363,14,50,hétvége,72
2364,15,0,hétvége,72
2365,15,10,hétvége,72
2366,15,20,hétvége,72
2367,15,30,hétvége,72
2368,15,40,hétvége,72
2369,15,50,hétvége,72
2370,16,0,hétvége,72
2371,16,10,hétvége,72
2372,16,20,hétvége,72
2373,16,30,hétvége,72
2374,16,40,hétvége,72
2375,16,50,hétvége,72
2376,17,0,hétvége,72
2377,17,10,hétvége,72
2378,17,20,hétvége,72
2379,17,30,hétvége,72
2380,17,40,hétvége,72
2381,17,50,hétvége,72
2382,18,0,hétvége,72
2383,18,10,hétvége,72
2384,18,20,hétvége,72
2385,18,30,hétvége,72
2386,18,40,hétvége,72
2387,18,50,hétvége,72
2388,19,0,hétvége,72
2389,19,10,hétvége,72
2390,19,20,hétvége,72
2391,19,30,hétvége,72
2392,19,40,hétvége,72
2393,19,50,hétvége,72
2394,20,0,hétvége,72
2395,20,10,hétvége,72
2396,20,20,hétvége,72
2397,20,30,hétvége,72
2398,20,40,hétvége,72
2399,20,50,hétvége,72
2400,21,0,hétvége,72
2401,21,10,hétvége,72
2402,21,20,hétvége,72
2403,21,30,hétvége,72
2404,21,40,hétvége,72
2405,21,50,hétvége,72
2406,22,0,hétvége,72
2407,4,15,hétköznap,72A
2408,4,30,hétköznap,72A
2409,4,45,hétköznap,72A
2410,5,0,hétköznap,72A
2411,5,15,hétköznap,72A
2412,5,30,hétköznap,72A
2413,5,45,hétköznap,72A
2414,6,0,hétköznap,72A
2415,6,15,hétköznap,72A
2416,6,30,hétköznap,72A
2417,6,45,hétköznap,72A
2418,7,0,hétköznap,72A
2419,7,15,hétköznap,72A
2420,7,30,hétköznap,72A
2421,7,45,hétköznap,72A
2422,8,0,hétköznap,72A
2423,8,15,hétköznap,72A
2424,8,30,hétköznap,72A
2425,8,45,hétköznap,72A
2426,9,0,hétköznap,72A
2427,9,15,hétköznap,72A
2428,9,30,hétköznap,72A
2429,9,45,hétköznap,72A
2430,10,0,hétköznap,72A
2431,10,15,hétköznap,72A
2432,10,30,hétköznap,72A
2433,10,45,hétköznap,72A
2434,11,0,hétköznap,72A
2435,11,15,hétköznap,72A
2436,11,30,hétköznap,72A
2437,11,45,hétköznap,72A
2438,12,0,hétköznap,72A
2439,12,15,hétköznap,72A
2440,12,30,hétköznap,72A
2441,12,45,hétköznap,72A
2442,13,0,hétköznap,72A
2443,13,15,hétköznap,72A
2444,13,30,hétköznap,72A
2445,13,45,hétköznap,72A
2446,14,0,hétköznap,72A
2447,14,15,hétköznap,72A
2448,14,30,hétköznap,72A
2449,14,45,hétköznap,72A
2450,15,0,hétköznap,72A
2451,15,15,hétköznap,72A
2452,15,30,hétköznap,72A
2453,15,45,hétköznap,72A
2454,16,0,hétköznap,72A
2455,16,15,hétköznap,72A
2456,16,30,hétköznap,72A
2457,16,45,hétköznap,72A
2458,17,0,hétköznap,72A
2459,17,15,hétköznap,72A
2460,17,30,hétköznap,72A
2461,17,45,hétköznap,72A
2462,18,0,hétköznap,72A
2463,18,15,hétköznap,72A
2464,18,30,hétköznap,72A
2465,18,45,hétköznap,72A
2466,19,0,hétköznap,72A
2467,19,15,hétköznap,72A
2468,19,30,hétköznap,72A
2469,19,45,hétköznap,72A
2470,20,0,hétköznap,72A
2471,20,15,hétköznap,72A
2472,20,30,hétköznap,72A
2473,20,45,hétköznap,72A
2474,21,0,hétköznap,72A
2475,21,15,hétköznap,72A
2476,21,30,hétköznap,72A
2477,21,45,hétköznap,72A
2478,22,0,hétköznap,72A
2479,4,20,hétvége,72A
2480,4,40,hétvége,72A
2481,5,0,hétvége,72A
2482,5,20,hétvége,72A
2483,5,40,hétvége,72A
2484,6,0,hétvége,72A
2485,6,20,hétvége,72A
2486,6,40,hétvége,72A
2487,7,0,hétvége,72A
2488,7,20,hétvége,72A
2489,7,40,hétvége,72A
2490,8,0,hétvége,72A
2491,8,20,hétvége,72A
2492,8,40,hétvége,72A
2493,9,0,hétvége,72A
2494,9,20,hétvége,72A
2495,9,40,hétvége,72A
2496,10,0,hétvége,72A
2497,10,20,hétvége,72A
2498,10,40,hétvége,72A
2499,11,0,hétvége,72A
2500,11,20,hétvége,72A
2501,11,40,hétvége,72A
2502,12,0,hétvége,72A
2503,12,20,hétvége,72A
2504,12,40,hétvége,72A
2505,13,0,hétvége,72A
2506,13,20,hétvége,72A
2507,13,40,hétvége,72A
2508,14,0,hétvége,72A
2509,14,20,hétvége,72A
2510,14,40,hétvége,72A
2511,15,0,hétvége,72A
2512,15,20,hétvége,72A
2513,15,40,hétvége,72A
2514,16,0,hétvége,72A
2515,16,20,hétvége,72A
2516,16,40,hétvége,72A
2517,17,0,hétvége,72A
2518,17,20,hétvége,72A
2519,17,40,hétvége,72A
2520,18,0,hétvége,72A
2521,18,20,hétvége,72A
2522,18,40,hétvége,72A
2523,19,0,hétvége,72A
2524,19,20,hétvége,72A
2525,19,40,hétvége,72A
2526,20,0,hétvége,72A
2527,20,20,hétvége,72A
2528,20,40,hétvége,72A
2529,21,0,hétvége,72A
2530,21,20,hétvége,72A
2531,21,40,hétvége,72A
2532,22,0,hétvége,72A
2533,4,10,hétköznap,73
2534,4,20,hétköznap,73
2535,4,30,hétköznap,73
2536,4,40,hétköznap,73
2537,4,50,hétköznap,73
2538,5,0,hétköznap,73
2539,5,10,hétköznap,73
2540,5,20,hétköznap,73
2541,5,30,hétköznap,73
2542,5,40,hétköznap,73
2543,5,50,hétköznap,73
2544,6,0,hétköznap,73
2545,6,10,hétköznap,73
2546,6,20,hétköznap,73
2547,6,30,hétköznap,73
2548,6,40,hétköznap,73
2549,6,50,hétköznap,73
2550,7,0,hétköznap,73
2551,7,10,hétköznap,73
2552,7,20,hétköznap,73
2553,7,30,hétköznap,73
2554,7,40,hétköznap,73
2555,7,50,hétköznap,73
2556,8,0,hétköznap,73
2557,8,10,hétköznap,73
2558,8,20,hétköznap,73
2559,8,30,hétköznap,73
2560,8,40,hétköznap,73
2561,8,50,hétköznap,73
2562,9,0,hétköznap,73
2563,9,10,hétköznap,73
2564,9,20,hétköznap,73
2565,9,30,hétköznap,73
2566,9,40,hétköznap,73
2567,9,50,hétköznap,73
2568,10,0,hétköznap,73
2569,10,10,hétköznap,73
2570,10,20,hétköznap,73
2571,10,30,hétköznap,73
2572,10,40,hétköznap,73
2573,10,50,hétköznap,73
2574,11,0,hétköznap,73
2575,11,10,hétköznap,73
2576,11,20,hétköznap,73
2577,11,30,hétköznap,73
2578,11,40,hétköznap,73
2579,11,50,hétköznap,73
2580,12,0,hétköznap,73
2581,12,10,hétköznap,73
2582,12,20,hétköznap,73
2583,12,30,hétköznap,73
2584,12,40,hétköznap,73
2585,12,50,hétköznap,73
2586,13,0,hétköznap,73
2587,13,10,hétköznap,73
2588,13,20,hétköznap,73
2589,13,30,hétköznap,73
2590,13,40,hétköznap,73
2591,13,50,hétköznap,73
2592,14,0,hétköznap,73
2593,14,10,hétköznap,73
2594,14,20,hétköznap,73
2595,14,30,hétköznap,73
2596,14,40,hétköznap,73
2597,14,50,hétköznap,73
2598,15,0,hétköznap,73
2599,15,10,hétköznap,73
2600,15,20,hétköznap,73
2601,15,30,hétköznap,73
2602,15,40,hétköznap,73
2603,15,50,hétköznap,73
2604,16,0,hétköznap,73
2605,16,10,hétköznap,73
2606,16,20,hétköznap,73
2607,16,30,hétköznap,73
2608,16,40,hétköznap,73
2609,16,50,hétköznap,73
2610,17,0,hétköznap,73
2611,17,10,hétköznap,73
2612,17,20,hétköznap,73
2613,17,30,hétköznap,73
2614,17,40,hétköznap,73
2615,17,50,hétköznap,73
2616,18,0,hétköznap,73
2617,18,10,hétköznap,73
2618,18,20,hétköznap,73
2619,18,30,hétköznap,73
2620,18,40,hétköznap,73
2621,18,50,hétköznap,73
2622,19,0,hétköznap,73
2623,19,10,hétköznap,73
2624,19,20,hétköznap,73
2625,19,30,hétköznap,73
2626,19,40,hétköznap,73
2627,19,50,hétköznap,73
2628,20,0,hétköznap,73
2629,20,10,hétköznap,73
2630,20,20,hétköznap,73
2631,20,30,hétköznap,73
2632,20,40,hétköznap,73
2633,20,50,hétköznap,73
2634,21,0,hétköznap,73
2635,21,10,hétköznap,73
2636,21,20,hétköznap,73
2637,21,30,hétköznap,73
2638,21,40,hétköznap,73
2639,21,50,hétköznap,73
2640,22,0,hétköznap,73
2641,4,15,hétvége,73
2642,4,30,hétvége,73
2643,4,45,hétvége,73
2644,5,0,hétvége,73
2645,5,15,hétvége,73
2646,5,30,hétvége,73
2647,5,45,hétvége,73
2648,6,0,hétvége,73
2649,6,15,hétvége,73
2650,6,30,hétvége,73
2651,6,45,hétvége,73
2652,7,0,hétvége,73
2653,7,15,hétvége,73
2654,7,30,hétvége,73
2655,7,45,hétvége,73
2656,8,0,hétvége,73
2657,8,15,hétvége,73
2658,8,30,hétvége,73
2659,8,45,hétvége,73
2660,9,0,hétvége,73
2661,9,15,hétvége,73
2662,9,30,hétvége,73
2663,9,45,hétvége,73
2664,10,0,hétvége,73
2665,10,15,hétvége,73
2666,10,30,hétvége,73
2667,10,45,hétvége,73
2668,11,0,hétvége,73
2669,11,15,hétvége,73
2670,11,30,hétvége,73
2671,11,45,hétvége,73
2672,12,0,hétvége,73
2673,12,15,hétvége,73
2674,12,30,hétvége,73
2675,12,45,hétvége,73
2676,13,0,hétvége,73
2677,13,15,hétvége,73
2678,13,30,hétvége,73
2679,13,45,hétvége,73
2680,14,0,hétvége,73
2681,14,15,hétvége,73
2682,14,30,hétvége,73
2683,14,45,hétvége,73
2684,15,0,hétvége,73
2685,15,15,hétvége,73
2686,15,30,hétvége,73
2687,15,45,hétvége,73
2688,16,0,hétvége,73
2689,16,15,hétvége,73
2690,16,30,hétvége,73
2691,16,45,hétvége,73
2692,17,0,hétvége,73
2693,17,15,hétvége,73
2694,17,30,hétvége,73
2695,17,45,hétvége,73
2696,18,0,hétvége,73
2697,18,15,hétvége,73
2698,18,30,hétvége,73
2699,18,45,hétvége,73
2700,19,0,hétvége,73
2701,19,15,hétvége,73
2702,19,30,hétvége,73
2703,19,45,hétvége,73
2704,20,0,hétvége,73
2705,20,15,hétvége,73
2706,20,30,hétvége,73
2707,20,45,hétvége,73
2708,21,0,hétvége,73
2709,21,15,hétvége,73
2710,21,30,hétvége,73
2711,21,45,hétvége,73
2712,22,0,hétvége,73
2713,4,10,hétköznap,73Y
2714,4,20,hétköznap,73Y
2715,4,30,hétköznap,73Y
2716,4,40,hétköznap,73Y
2717,4,50,hétköznap,73Y
2718,5,0,hétköznap,73Y
2719,5,10,hétköznap,73Y
2720,5,20,hétköznap,73Y
2721,5,30,hétköznap,73Y
2722,5,40,hétköznap,73Y
2723,5,50,hétköznap,73Y
2724,6,0,hétköznap,73Y
2725,6,10,hétköznap,73Y
2726,6,20,hétköznap,73Y
2727,6,30,hétköznap,73Y
2728,6,40,hétköznap,73Y
2729,6,50,hétköznap,73Y
2730,7,0,hétköznap,73Y
2731,7,10,hétköznap,73Y
2732,7,20,hétköznap,73Y
2733,7,30,hétköznap,73Y
2734,7,40,hétköznap,73Y
2735,7,50,hétköznap,73Y
2736,8,0,hétköznap,73Y
2737,8,10,hétköznap,73Y
2738,8,20,hétköznap,73Y
2739,8,30,hétköznap,73Y
2740,8,40,hétköznap,73Y
2741,8,50,hétköznap,73Y
2742,9,0,hétköznap,73Y
2743,9,10,hétköznap,73Y
2744,9,20,hétköznap,73Y
2745,9,30,hétköznap,73Y
2746,9,40,hétköznap,73Y
2747,9,50,hétköznap,73Y
2748,10,0,hétköznap,73Y
2749,10,10,hétköznap,73Y
2750,10,20,hétköznap,73Y
2751,10,30,hétköznap,73Y
2752,10,40,hétköznap,73Y
2753,10,50,hétköznap,73Y
2754,11,0,hétköznap,73Y
2755,11,10,hétköznap,73Y
2756,11,20,hétköznap,73Y
2757,11,30,hétköznap,73Y
2758,11,40,hétköznap,73Y
2759,11,50,hétköznap,73Y
2760,12,0,hétköznap,73Y
2761,12,10,hétköznap,73Y
2762,12,20,hétköznap,73Y
2763,12,30,hétköznap,73Y
2764,12,40,hétköznap,73Y
2765,12,50,hétköznap,73Y
2766,13,0,hétköznap,73Y
2767,13,10,hétköznap,73Y
2768,13,20,hétköznap,73Y
2769,13,30,hétköznap,73Y
2770,13,40,hétköznap,73Y
2771,13,50,hétköznap,73Y
2772,14,0,hétköznap,73Y
2773,14,10,hétköznap,73Y
2774,14,20,hétköznap,73Y
2775,14,30,hétköznap,73Y
2776,14,40,hétköznap,73Y
2777,14,50,hétköznap,73Y
2778,15,0,hétköznap,73Y
2779,15,10,hétköznap,73Y
2780,15,20,hétköznap,73Y
2781,15,30,hétköznap,73Y
2782,15,40,hétköznap,73Y
2783,15,50,hétköznap,73Y
2784,16,0,hétköznap,73Y
2785,16,10,hétköznap,73Y
2786,16,20,hétköznap,73Y
2787,16,30,hétköznap,73Y
2788,16,40,hétköznap,73Y
2789,16,50,hétköznap,73Y
2790,17,0,hétköznap,73Y
2791,17,10,hétköznap,73Y
2792,17,20,hétköznap,73Y
2793,17,30,hétköznap,73Y
2794,17,40,hétköznap,73Y
2795,17,50,hétköznap,73Y
2796,18,0,hétköznap,73Y
2797,18,10,hétköznap,73Y
2798,18,20,hétköznap,73Y
2799,18,30,hétköznap,73Y
2800,18,40,hétköznap,73Y
2801,18,50,hétköznap,73Y
2802,19,0,hétköznap,73Y
2803,19,10,hétköznap,73Y
2804,19,20,hétköznap,73Y
2805,19,30,hétköznap,73Y
2806,19,40,hétköznap,73Y
2807,19,50,hétköznap,73Y
2808,20,0,hétköznap,73Y
2809,20,10,hétköznap,73Y
2810,20,20,hétköznap,73Y
2811,20,30,hétköznap,73Y
2812,20,40,hétköznap,73Y
2813,20,50,hétköznap,73Y
2814,21,0,hétköznap,73Y
2815,21,10,hétköznap,73Y
2816,21,20,hétköznap,73Y
2817,21,30,hétköznap,73Y
2818,21,40,hétköznap,73Y
2819,21,50,hétköznap,73Y
2820,22,0,hétköznap,73Y
2821,4,15,hétvége,73Y
2822,4,30,hétvége,73Y
2823,4,45,hétvége,73Y
2824,5,0,hétvége,73Y
2825,5,15,hétvége,73Y
2826,5,30,hétvége,73Y
2827,5,45,hétvége,73Y
2828,6,0,hétvége,73Y
2829,6,15,hétvége,73Y
2830,6,30,hétvége,73Y
2831,6,45,hétvége,73Y
2832,7,0,hétvége,73Y
2833,7,15,hétvége,73Y
2834,7,30,hétvége,73Y
2835,7,45,hétvége,73Y
